Consumer Items,Date,Values
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2015 Nov,11.4
Spinach (Bayam) (Per Kilogram) (Dollar),2015 Nov,2.7
Squids (Per Kilogram) (Dollar),2015 Nov,13.4
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2015 Nov,15.3
Threadfin (Kurau) (Per Kilogram) (Dollar),2015 Nov,50.3
Tomatoes (Per Kilogram) (Dollar),2015 Nov,2.4
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2015 Nov,1.9
Watermelon (Per Kilogram) (Dollar),2015 Nov,1.4
White Pomfret (Per Kilogram) (Dollar),2015 Nov,25.9
White Sugar (Per 2 Kilogram) (Dollar),2015 Nov,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2015 Nov,6.2
Wholemeal Bread (Per 400 Gram) (Dollar),2015 Nov,2
Aerated Soft Drinks (Per 4 Cans) (Dollar),2015 Oct,2.6
Apple (Each) (Dollar),2015 Oct,0.4
Bananas (Per Kilogram) (Dollar),2015 Oct,2.2
"Beef, Chilled (Per Kilogram) (Dollar)",2015 Oct,23
Beer (Per 6 Cans) (Dollar),2015 Oct,17.3
Broccoli (Per Kilogram) (Dollar),2015 Oct,5.6
Cabbage (Per Kilogram) (Dollar),2015 Oct,2.1
Carrots (Per Kilogram) (Dollar),2015 Oct,2.1
Cheese (Per 12 Slices) (Dollar),2015 Oct,4.4
Chicken Nasi Briyani (Per Plate) (Dollar),2015 Oct,5.2
Chicken Rice (Per Plate) (Dollar),2015 Oct,3.2
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2015 Oct,7.8
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2015 Oct,5.2
Cigarettes (Per Pack) (Dollar),2015 Oct,12
Cod Fish (Per Kilogram) (Dollar),2015 Oct,53.9
Coffee/Tea With Milk (Per Cup) (Dollar),2015 Oct,1.1
Coffee/Tea Without Milk (Per Cup) (Dollar),2015 Oct,1
Cooking Oil (Per 2 Kilogram) (Dollar),2015 Oct,6.2
Diesel (Per Litre) (Dollar),2015 Oct,1.1
"Duck, Chilled (Per Kilogram) (Dollar)",2015 Oct,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2015 Oct,3.2
Fishball Noodle (Per Bowl) (Dollar),2015 Oct,3.2
Flowery Grouper (Per Kilogram) (Dollar),2015 Oct,13.5
Fresh Milk (Per Litre) (Dollar),2015 Oct,2.8
Fried Carrot Cake (Per Plate) (Dollar),2015 Oct,2.9
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2015 Oct,6.9
Golden Snapper (Per Kilogram) (Dollar),2015 Oct,18
Grapes (Per Kilogram) (Dollar),2015 Oct,9.1
Hen Eggs (Per 10) (Dollar),2015 Oct,2.2
Ice Kachang (Per Bowl) (Dollar),2015 Oct,1.9
Infant Milk Powder (Per 100 Gram) (Dollar),2015 Oct,6.1
Instant Coffee (Per 200 Gram) (Dollar),2015 Oct,10.3
Instant Noodles (Per 5 Packets) (Dollar),2015 Oct,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2015 Oct,13.2
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2015 Oct,4.3
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2015 Oct,2.3
Medium Prawns (Per Kilogram) (Dollar),2015 Oct,18.1
Mee Rebus (Per Bowl) (Dollar),2015 Oct,3
"Mutton, Chilled (Per Kilogram) (Dollar)",2015 Oct,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2015 Oct,2.5
Orange (Each) (Dollar),2015 Oct,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2015 Oct,1.6
Papaya (Per Kilogram) (Dollar),2015 Oct,1.9
Pear (Each) (Dollar),2015 Oct,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2015 Oct,1.9
"Petrol, 95 Octane (Per Litre) (Dollar)",2015 Oct,1.9
"Petrol, 98 Octane (Per Litre) (Dollar)",2015 Oct,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2015 Oct,16.7
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2015 Oct,5.3
Potatoes (Per Kilogram) (Dollar),2015 Oct,2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2015 Oct,13.2
Roti Prata (Plain) (Per Piece) (Dollar),2015 Oct,1
Salmon (Per Kilogram) (Dollar),2015 Oct,26.6
Sea Bass (Per Kilogram) (Dollar),2015 Oct,11.4
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2015 Oct,8.6
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2015 Oct,3
Small Prawns (Per Kilogram) (Dollar),2015 Oct,13.1
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2015 Oct,11.6
Spinach (Bayam) (Per Kilogram) (Dollar),2015 Oct,2.6
Squids (Per Kilogram) (Dollar),2015 Oct,13.6
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2015 Oct,15.2
Threadfin (Kurau) (Per Kilogram) (Dollar),2015 Oct,50.7
Tomatoes (Per Kilogram) (Dollar),2015 Oct,2.4
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2015 Oct,1.9
Watermelon (Per Kilogram) (Dollar),2015 Oct,1.6
White Pomfret (Per Kilogram) (Dollar),2015 Oct,26.8
White Sugar (Per 2 Kilogram) (Dollar),2015 Oct,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2015 Oct,6.1
Wholemeal Bread (Per 400 Gram) (Dollar),2015 Oct,2
Aerated Soft Drinks (Per 4 Cans) (Dollar),2015 Sep,2.6
Apple (Each) (Dollar),2015 Sep,0.5
Bananas (Per Kilogram) (Dollar),2015 Sep,2.1
"Beef, Chilled (Per Kilogram) (Dollar)",2015 Sep,23.3
Beer (Per 6 Cans) (Dollar),2015 Sep,17.4
Broccoli (Per Kilogram) (Dollar),2015 Sep,5.5
Cabbage (Per Kilogram) (Dollar),2015 Sep,2.1
Carrots (Per Kilogram) (Dollar),2015 Sep,2.1
Cheese (Per 12 Slices) (Dollar),2015 Sep,4.4
Chicken Nasi Briyani (Per Plate) (Dollar),2015 Sep,5.2
Chicken Rice (Per Plate) (Dollar),2015 Sep,3.2
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2015 Sep,7.7
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2015 Sep,5.1
Cigarettes (Per Pack) (Dollar),2015 Sep,12
Cod Fish (Per Kilogram) (Dollar),2015 Sep,54.1
Coffee/Tea With Milk (Per Cup) (Dollar),2015 Sep,1.1
Coffee/Tea Without Milk (Per Cup) (Dollar),2015 Sep,1
Cooking Oil (Per 2 Kilogram) (Dollar),2015 Sep,6.4
Diesel (Per Litre) (Dollar),2015 Sep,1.1
"Duck, Chilled (Per Kilogram) (Dollar)",2015 Sep,7.1
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2015 Sep,3.2
Fishball Noodle (Per Bowl) (Dollar),2015 Sep,3.2
Flowery Grouper (Per Kilogram) (Dollar),2015 Sep,13.7
Fresh Milk (Per Litre) (Dollar),2015 Sep,2.8
Fried Carrot Cake (Per Plate) (Dollar),2015 Sep,2.9
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2015 Sep,6.8
Golden Snapper (Per Kilogram) (Dollar),2015 Sep,19.2
Grapes (Per Kilogram) (Dollar),2015 Sep,9.2
Hen Eggs (Per 10) (Dollar),2015 Sep,2.2
Ice Kachang (Per Bowl) (Dollar),2015 Sep,1.9
Infant Milk Powder (Per 100 Gram) (Dollar),2015 Sep,6
Instant Coffee (Per 200 Gram) (Dollar),2015 Sep,10.3
Instant Noodles (Per 5 Packets) (Dollar),2015 Sep,2.1
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2015 Sep,13.4
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2015 Sep,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2015 Sep,2.3
Medium Prawns (Per Kilogram) (Dollar),2015 Sep,18
Mee Rebus (Per Bowl) (Dollar),2015 Sep,3
"Mutton, Chilled (Per Kilogram) (Dollar)",2015 Sep,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2015 Sep,2.4
Orange (Each) (Dollar),2015 Sep,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2015 Sep,1.6
Papaya (Per Kilogram) (Dollar),2015 Sep,2
Pear (Each) (Dollar),2015 Sep,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2015 Sep,1.9
"Petrol, 95 Octane (Per Litre) (Dollar)",2015 Sep,1.9
"Petrol, 98 Octane (Per Litre) (Dollar)",2015 Sep,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2015 Sep,16.9
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2015 Sep,4.6
Potatoes (Per Kilogram) (Dollar),2015 Sep,2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2015 Sep,12.8
Roti Prata (Plain) (Per Piece) (Dollar),2015 Sep,1
Salmon (Per Kilogram) (Dollar),2015 Sep,26.8
Sea Bass (Per Kilogram) (Dollar),2015 Sep,11.8
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2015 Sep,8.6
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2015 Sep,3.1
Small Prawns (Per Kilogram) (Dollar),2015 Sep,13.1
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2015 Sep,11.9
Spinach (Bayam) (Per Kilogram) (Dollar),2015 Sep,2.6
Squids (Per Kilogram) (Dollar),2015 Sep,13.6
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2015 Sep,15.1
Threadfin (Kurau) (Per Kilogram) (Dollar),2015 Sep,52.4
Tomatoes (Per Kilogram) (Dollar),2015 Sep,2.4
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2015 Sep,1.9
Watermelon (Per Kilogram) (Dollar),2015 Sep,1.7
White Pomfret (Per Kilogram) (Dollar),2015 Sep,26.2
White Sugar (Per 2 Kilogram) (Dollar),2015 Sep,3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2015 Sep,6.1
Wholemeal Bread (Per 400 Gram) (Dollar),2015 Sep,2
Aerated Soft Drinks (Per 4 Cans) (Dollar),2015 Aug,2.6
Apple (Each) (Dollar),2015 Aug,0.5
Bananas (Per Kilogram) (Dollar),2015 Aug,2.2
"Beef, Chilled (Per Kilogram) (Dollar)",2015 Aug,23.3
Beer (Per 6 Cans) (Dollar),2015 Aug,17.5
Broccoli (Per Kilogram) (Dollar),2015 Aug,5.8
Cabbage (Per Kilogram) (Dollar),2015 Aug,2.1
Carrots (Per Kilogram) (Dollar),2015 Aug,2.1
Cheese (Per 12 Slices) (Dollar),2015 Aug,4.9
Chicken Nasi Briyani (Per Plate) (Dollar),2015 Aug,5.2
Chicken Rice (Per Plate) (Dollar),2015 Aug,3.2
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2015 Aug,7.8
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2015 Aug,5.3
Cigarettes (Per Pack) (Dollar),2015 Aug,12
Cod Fish (Per Kilogram) (Dollar),2015 Aug,52.8
Coffee/Tea With Milk (Per Cup) (Dollar),2015 Aug,1.1
Coffee/Tea Without Milk (Per Cup) (Dollar),2015 Aug,1
Cooking Oil (Per 2 Kilogram) (Dollar),2015 Aug,6.2
Diesel (Per Litre) (Dollar),2015 Aug,1.1
"Duck, Chilled (Per Kilogram) (Dollar)",2015 Aug,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2015 Aug,3.2
Fishball Noodle (Per Bowl) (Dollar),2015 Aug,3.2
Flowery Grouper (Per Kilogram) (Dollar),2015 Aug,13.7
Fresh Milk (Per Litre) (Dollar),2015 Aug,2.9
Fried Carrot Cake (Per Plate) (Dollar),2015 Aug,2.9
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2015 Aug,6.8
Golden Snapper (Per Kilogram) (Dollar),2015 Aug,18.8
Grapes (Per Kilogram) (Dollar),2015 Aug,9.2
Hen Eggs (Per 10) (Dollar),2015 Aug,2.1
Ice Kachang (Per Bowl) (Dollar),2015 Aug,1.9
Infant Milk Powder (Per 100 Gram) (Dollar),2015 Aug,6
Instant Coffee (Per 200 Gram) (Dollar),2015 Aug,10.1
Instant Noodles (Per 5 Packets) (Dollar),2015 Aug,2.1
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2015 Aug,13.3
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2015 Aug,4.1
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2015 Aug,2.3
Medium Prawns (Per Kilogram) (Dollar),2015 Aug,18.1
Mee Rebus (Per Bowl) (Dollar),2015 Aug,3
"Mutton, Chilled (Per Kilogram) (Dollar)",2015 Aug,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2015 Aug,2.4
Orange (Each) (Dollar),2015 Aug,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2015 Aug,1.6
Papaya (Per Kilogram) (Dollar),2015 Aug,2
Pear (Each) (Dollar),2015 Aug,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2015 Aug,1.9
"Petrol, 95 Octane (Per Litre) (Dollar)",2015 Aug,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2015 Aug,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2015 Aug,17
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2015 Aug,3.9
Potatoes (Per Kilogram) (Dollar),2015 Aug,2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2015 Aug,12.7
Roti Prata (Plain) (Per Piece) (Dollar),2015 Aug,1
Salmon (Per Kilogram) (Dollar),2015 Aug,26.7
Sea Bass (Per Kilogram) (Dollar),2015 Aug,11.4
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2015 Aug,8.6
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2015 Aug,3.3
Small Prawns (Per Kilogram) (Dollar),2015 Aug,13.3
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2015 Aug,12.1
Spinach (Bayam) (Per Kilogram) (Dollar),2015 Aug,2.8
Squids (Per Kilogram) (Dollar),2015 Aug,13.7
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2015 Aug,15
Threadfin (Kurau) (Per Kilogram) (Dollar),2015 Aug,57.9
Tomatoes (Per Kilogram) (Dollar),2015 Aug,2.4
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2015 Aug,1.9
Watermelon (Per Kilogram) (Dollar),2015 Aug,1.6
White Pomfret (Per Kilogram) (Dollar),2015 Aug,26.6
White Sugar (Per 2 Kilogram) (Dollar),2015 Aug,2.9
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2015 Aug,5.9
Wholemeal Bread (Per 400 Gram) (Dollar),2015 Aug,2
Aerated Soft Drinks (Per 4 Cans) (Dollar),2015 Jul,2.6
Apple (Each) (Dollar),2015 Jul,0.5
Bananas (Per Kilogram) (Dollar),2015 Jul,2.2
"Beef, Chilled (Per Kilogram) (Dollar)",2015 Jul,23.6
Beer (Per 6 Cans) (Dollar),2015 Jul,17.4
Broccoli (Per Kilogram) (Dollar),2015 Jul,5.5
Cabbage (Per Kilogram) (Dollar),2015 Jul,2.1
Carrots (Per Kilogram) (Dollar),2015 Jul,2.1
Cheese (Per 12 Slices) (Dollar),2015 Jul,4.8
Chicken Nasi Briyani (Per Plate) (Dollar),2015 Jul,5.2
Chicken Rice (Per Plate) (Dollar),2015 Jul,3.2
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2015 Jul,7.8
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2015 Jul,5.1
Cigarettes (Per Pack) (Dollar),2015 Jul,12
Cod Fish (Per Kilogram) (Dollar),2015 Jul,50.5
Coffee/Tea With Milk (Per Cup) (Dollar),2015 Jul,1.1
Coffee/Tea Without Milk (Per Cup) (Dollar),2015 Jul,1
Cooking Oil (Per 2 Kilogram) (Dollar),2015 Jul,6.4
Diesel (Per Litre) (Dollar),2015 Jul,1.2
"Duck, Chilled (Per Kilogram) (Dollar)",2015 Jul,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2015 Jul,3.2
Fishball Noodle (Per Bowl) (Dollar),2015 Jul,3.2
Flowery Grouper (Per Kilogram) (Dollar),2015 Jul,13.9
Fresh Milk (Per Litre) (Dollar),2015 Jul,2.9
Fried Carrot Cake (Per Plate) (Dollar),2015 Jul,2.9
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2015 Jul,7
Golden Snapper (Per Kilogram) (Dollar),2015 Jul,19.3
Grapes (Per Kilogram) (Dollar),2015 Jul,9
Hen Eggs (Per 10) (Dollar),2015 Jul,2.1
Ice Kachang (Per Bowl) (Dollar),2015 Jul,1.9
Infant Milk Powder (Per 100 Gram) (Dollar),2015 Jul,6.1
Instant Coffee (Per 200 Gram) (Dollar),2015 Jul,10.2
Instant Noodles (Per 5 Packets) (Dollar),2015 Jul,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2015 Jul,12.9
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2015 Jul,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2015 Jul,2.3
Medium Prawns (Per Kilogram) (Dollar),2015 Jul,18.3
Mee Rebus (Per Bowl) (Dollar),2015 Jul,3
"Mutton, Chilled (Per Kilogram) (Dollar)",2015 Jul,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2015 Jul,2.5
Orange (Each) (Dollar),2015 Jul,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2015 Jul,1.6
Papaya (Per Kilogram) (Dollar),2015 Jul,1.9
Pear (Each) (Dollar),2015 Jul,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2015 Jul,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2015 Jul,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2015 Jul,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2015 Jul,16.3
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2015 Jul,5.2
Potatoes (Per Kilogram) (Dollar),2015 Jul,2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2015 Jul,13.2
Roti Prata (Plain) (Per Piece) (Dollar),2015 Jul,1
Salmon (Per Kilogram) (Dollar),2015 Jul,26.9
Sea Bass (Per Kilogram) (Dollar),2015 Jul,11.6
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2015 Jul,8.7
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2015 Jul,3
Small Prawns (Per Kilogram) (Dollar),2015 Jul,13.3
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2015 Jul,12.1
Spinach (Bayam) (Per Kilogram) (Dollar),2015 Jul,2.7
Squids (Per Kilogram) (Dollar),2015 Jul,13.6
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2015 Jul,14.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2015 Jul,61.1
Tomatoes (Per Kilogram) (Dollar),2015 Jul,2.6
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2015 Jul,1.9
Watermelon (Per Kilogram) (Dollar),2015 Jul,1.6
White Pomfret (Per Kilogram) (Dollar),2015 Jul,26.1
White Sugar (Per 2 Kilogram) (Dollar),2015 Jul,3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2015 Jul,6
Wholemeal Bread (Per 400 Gram) (Dollar),2015 Jul,2
Aerated Soft Drinks (Per 4 Cans) (Dollar),2015 Jun,2.6
Apple (Each) (Dollar),2015 Jun,0.5
Bananas (Per Kilogram) (Dollar),2015 Jun,2.1
"Beef, Chilled (Per Kilogram) (Dollar)",2015 Jun,22.6
Beer (Per 6 Cans) (Dollar),2015 Jun,17.5
Broccoli (Per Kilogram) (Dollar),2015 Jun,5.5
Cabbage (Per Kilogram) (Dollar),2015 Jun,2.1
Carrots (Per Kilogram) (Dollar),2015 Jun,2
Cheese (Per 12 Slices) (Dollar),2015 Jun,5
Chicken Nasi Briyani (Per Plate) (Dollar),2015 Jun,5.2
Chicken Rice (Per Plate) (Dollar),2015 Jun,3.2
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2015 Jun,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2015 Jun,5.1
Cigarettes (Per Pack) (Dollar),2015 Jun,12
Cod Fish (Per Kilogram) (Dollar),2015 Jun,49.7
Coffee/Tea With Milk (Per Cup) (Dollar),2015 Jun,1.1
Coffee/Tea Without Milk (Per Cup) (Dollar),2015 Jun,1
Cooking Oil (Per 2 Kilogram) (Dollar),2015 Jun,6.5
Diesel (Per Litre) (Dollar),2015 Jun,1.3
"Duck, Chilled (Per Kilogram) (Dollar)",2015 Jun,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2015 Jun,3.2
Fishball Noodle (Per Bowl) (Dollar),2015 Jun,3.2
Flowery Grouper (Per Kilogram) (Dollar),2015 Jun,13.9
Fresh Milk (Per Litre) (Dollar),2015 Jun,2.9
Fried Carrot Cake (Per Plate) (Dollar),2015 Jun,2.8
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2015 Jun,7
Golden Snapper (Per Kilogram) (Dollar),2015 Jun,18.3
Grapes (Per Kilogram) (Dollar),2015 Jun,9
Hen Eggs (Per 10) (Dollar),2015 Jun,2.1
Ice Kachang (Per Bowl) (Dollar),2015 Jun,1.9
Infant Milk Powder (Per 100 Gram) (Dollar),2015 Jun,6
Instant Coffee (Per 200 Gram) (Dollar),2015 Jun,9.6
Instant Noodles (Per 5 Packets) (Dollar),2015 Jun,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2015 Jun,13.2
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2015 Jun,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2015 Jun,2.3
Medium Prawns (Per Kilogram) (Dollar),2015 Jun,18.2
Mee Rebus (Per Bowl) (Dollar),2015 Jun,3
"Mutton, Chilled (Per Kilogram) (Dollar)",2015 Jun,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2015 Jun,2.5
Orange (Each) (Dollar),2015 Jun,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2015 Jun,1.6
Papaya (Per Kilogram) (Dollar),2015 Jun,1.8
Pear (Each) (Dollar),2015 Jun,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2015 Jun,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2015 Jun,2.1
"Petrol, 98 Octane (Per Litre) (Dollar)",2015 Jun,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2015 Jun,16.8
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2015 Jun,5.1
Potatoes (Per Kilogram) (Dollar),2015 Jun,2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2015 Jun,13
Roti Prata (Plain) (Per Piece) (Dollar),2015 Jun,1
Salmon (Per Kilogram) (Dollar),2015 Jun,27.1
Sea Bass (Per Kilogram) (Dollar),2015 Jun,11.7
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2015 Jun,8.5
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2015 Jun,3.3
Small Prawns (Per Kilogram) (Dollar),2015 Jun,13
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2015 Jun,11.4
Spinach (Bayam) (Per Kilogram) (Dollar),2015 Jun,2.9
Squids (Per Kilogram) (Dollar),2015 Jun,12.7
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2015 Jun,15.1
Threadfin (Kurau) (Per Kilogram) (Dollar),2015 Jun,51.5
Tomatoes (Per Kilogram) (Dollar),2015 Jun,2.1
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2015 Jun,1.9
Watermelon (Per Kilogram) (Dollar),2015 Jun,1.6
White Pomfret (Per Kilogram) (Dollar),2015 Jun,25.4
White Sugar (Per 2 Kilogram) (Dollar),2015 Jun,3.2
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2015 Jun,6.1
Wholemeal Bread (Per 400 Gram) (Dollar),2015 Jun,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2015 May,2.6
Apple (Each) (Dollar),2015 May,0.5
Bananas (Per Kilogram) (Dollar),2015 May,2.1
"Beef, Chilled (Per Kilogram) (Dollar)",2015 May,23.6
Beer (Per 6 Cans) (Dollar),2015 May,17.5
Broccoli (Per Kilogram) (Dollar),2015 May,6
Cabbage (Per Kilogram) (Dollar),2015 May,2
Carrots (Per Kilogram) (Dollar),2015 May,2.1
Cheese (Per 12 Slices) (Dollar),2015 May,4.9
Chicken Nasi Briyani (Per Plate) (Dollar),2015 May,5.2
Chicken Rice (Per Plate) (Dollar),2015 May,3.2
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2015 May,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2015 May,5.2
Cigarettes (Per Pack) (Dollar),2015 May,12
Cod Fish (Per Kilogram) (Dollar),2015 May,49.4
Coffee/Tea With Milk (Per Cup) (Dollar),2015 May,1.1
Coffee/Tea Without Milk (Per Cup) (Dollar),2015 May,1
Cooking Oil (Per 2 Kilogram) (Dollar),2015 May,6.4
Diesel (Per Litre) (Dollar),2015 May,1.3
"Duck, Chilled (Per Kilogram) (Dollar)",2015 May,7
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2015 May,3.2
Fishball Noodle (Per Bowl) (Dollar),2015 May,3.2
Flowery Grouper (Per Kilogram) (Dollar),2015 May,13.8
Fresh Milk (Per Litre) (Dollar),2015 May,2.8
Fried Carrot Cake (Per Plate) (Dollar),2015 May,2.8
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2015 May,6.9
Golden Snapper (Per Kilogram) (Dollar),2015 May,17.4
Grapes (Per Kilogram) (Dollar),2015 May,9.1
Hen Eggs (Per 10) (Dollar),2015 May,2.2
Ice Kachang (Per Bowl) (Dollar),2015 May,1.9
Infant Milk Powder (Per 100 Gram) (Dollar),2015 May,5.9
Instant Coffee (Per 200 Gram) (Dollar),2015 May,10.2
Instant Noodles (Per 5 Packets) (Dollar),2015 May,2.1
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2015 May,13.3
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2015 May,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2015 May,2.4
Medium Prawns (Per Kilogram) (Dollar),2015 May,17.9
Mee Rebus (Per Bowl) (Dollar),2015 May,3
"Mutton, Chilled (Per Kilogram) (Dollar)",2015 May,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2015 May,2.5
Orange (Each) (Dollar),2015 May,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2015 May,1.6
Papaya (Per Kilogram) (Dollar),2015 May,1.9
Pear (Each) (Dollar),2015 May,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2015 May,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2015 May,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2015 May,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2015 May,16.6
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2015 May,5.2
Potatoes (Per Kilogram) (Dollar),2015 May,2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2015 May,13.1
Roti Prata (Plain) (Per Piece) (Dollar),2015 May,1
Salmon (Per Kilogram) (Dollar),2015 May,27.6
